year,country,co,type,domestic,firm,brand,qu,princ,horsepower,fuel,width,height,weight,pop,country1,country2,country3,country4,country5,class
1980,UK,268,toyota starlet,0,Toyota,Toyota,6768,.78234768,34.5,6.3000002,152.5,138,695,56330000,0,0,0,0,1,small
1981,UK,268,toyota starlet,0,Toyota,Toyota,4031,.79730457,34.5,5.6999998,152.5,138,695,56350000,0,0,0,0,1,small
1982,UK,268,toyota starlet,0,Toyota,Toyota,4646,.74968064,34.5,5.6999998,152.5,138,695,56310000,0,0,0,0,1,small
1983,UK,268,toyota starlet,0,Toyota,Toyota,2919,.76698899,34.5,5.6999998,152.5,138,725,56350000,0,0,0,0,1,small
1984,UK,268,toyota starlet,0,Toyota,Toyota,2059,.76982152,33,5.6999998,152.5,138,725,56510000,0,0,0,0,1,small
1985,UK,268,toyota starlet,0,Toyota,Toyota,2320,.75659198,40,5.5,152.5,138,725,56680000,0,0,0,0,1,small
1986,UK,268,toyota starlet,0,Toyota,Toyota,1815,.77539581,40,4.8000002,159,139.5,740,56850000,0,0,0,0,1,small
1987,UK,268,toyota starlet,0,Toyota,Toyota,1158,.7943247,40,4.8000002,159,139.5,740,57010000,0,0,0,0,1,small
1988,UK,268,toyota starlet,0,Toyota,Toyota,782,.7852028,40,5.0999999,159,139.5,745,57160000,0,0,0,0,1,small
1989,UK,268,toyota starlet,0,Toyota,Toyota,555,.75430238,40,5.0999999,159,139.5,745,57360000,0,0,0,0,1,small
1990,UK,268,toyota starlet,0,Toyota,Toyota,529,.79376101,40,6.3000002,160,138,710,57560000,0,0,0,0,1,small
1991,UK,268,toyota starlet,0,Toyota,Toyota,429,.84856099,40,5.1999998,160,138,780,57810000,0,0,0,0,1,small
1992,UK,268,toyota starlet,0,Toyota,Toyota,496,.83152866,40,5.1999998,160,138,765,58010000,0,0,0,0,1,small
1993,UK,268,toyota starlet,0,Toyota,Toyota,685,.83217752,55,5.3000002,160,138,765,58190000,0,0,0,0,1,small
1994,UK,268,toyota starlet,0,Toyota,Toyota,1048,.73281056,55,5.1999998,160,138,765,58390000,0,0,0,0,1,small
1995,UK,268,toyota starlet,0,Toyota,Toyota,874,.70499533,55,5.1999998,160,138,765,58610000,0,0,0,0,1,small
1996,UK,268,toyota starlet,0,Toyota,Toyota,4304,.63715494,55,5.5999999,162.5,140,810,58780000,0,0,0,0,1,small
1997,UK,268,toyota starlet,0,Toyota,Toyota,10079,.61074609,54,5.5999999,162.5,140,810,58200000,0,0,0,0,1,small
1998,UK,268,toyota starlet,0,Toyota,Toyota,10235,.5555132,54,5.5999999,162.5,140,810,58200000,0,0,0,0,1,small
1970,UK,269,toyota corolla,0,Toyota,Toyota,1327,1.0159085,50,8.1000004,148.5,138,720,55420000,0,0,0,0,1,small
1971,UK,269,toyota corolla,0,Toyota,Toyota,1703,.87438321,48.5,8.1000004,150.5,137.5,730,55610000,0,0,0,0,1,small
1972,UK,269,toyota corolla,0,Toyota,Toyota,5235,.92904848,53.5,8.1000004,150.5,137.5,730,55780000,0,0,0,0,1,small
1974,UK,269,toyota corolla,0,Toyota,Toyota,7046,.84284747,48,8.1000004,150.5,137.5,730,55920000,0,0,0,0,1,small
1975,UK,269,toyota corolla,0,Toyota,Toyota,8310,.84336907,53.5,8.1000004,157,137.5,820,55900000,0,0,0,0,1,small
1976,UK,269,toyota corolla,0,Toyota,Toyota,9657,.84249783,48,8.1000004,157,137.5,820,55890000,0,0,0,0,1,small
1977,UK,269,toyota corolla,0,Toyota,Toyota,11850,.82177925,52,8.1000004,157,137.5,875,55850000,0,0,0,0,1,small
1978,UK,269,toyota corolla,0,Toyota,Toyota,10315,.77700055,41,8.1000004,157,137.5,875,55840000,0,0,0,0,1,small
1979,UK,269,toyota corolla,0,Toyota,Toyota,9116,.79667079,52,6.4000001,161,139,790,55880000,0,0,0,0,1,small
1980,UK,269,toyota corolla,0,Toyota,Toyota,13620,.82123417,44,6.4000001,161,139,790,56330000,0,0,0,0,1,small
1981,UK,269,toyota corolla,0,Toyota,Toyota,9221,.85698634,48,6.5,161,138.5,790,56350000,0,0,0,0,1,small
1982,UK,269,toyota corolla,0,Toyota,Toyota,10976,.82797837,48,6.5,161,138.5,790,56310000,0,0,0,0,1,small
1983,UK,269,toyota corolla,0,Toyota,Toyota,7589,.9500373,48,6.5,161,138.5,800,56350000,0,0,0,0,1,small
1984,UK,269,toyota corolla,0,Toyota,Toyota,11691,.91029358,55,5.5,163.5,138.5,825,56510000,0,0,0,0,1,small
1985,UK,269,toyota corolla,0,Toyota,Toyota,15121,.86587751,55,5.5,163.5,138.5,825,56680000,0,0,0,0,1,small
1986,UK,269,toyota corolla,0,Toyota,Toyota,15943,.91573226,55,5,163.5,138.5,840,56850000,0,0,0,0,1,small
1987,UK,269,toyota corolla,0,Toyota,Toyota,16233,.9289788,55,5,163.5,138.5,840,57010000,0,0,0,0,1,small
1988,UK,269,toyota corolla,0,Toyota,Toyota,17620,.9031772,54,5.6999998,165.5,136,880,57160000,0,0,0,0,1,small
1989,UK,269,toyota corolla,0,Toyota,Toyota,18936,.93673569,55,5.5,165.5,136,880,57360000,0,0,0,0,1,small
1990,UK,269,toyota corolla,0,Toyota,Toyota,16221,.83929789,54,7,165.5,136,880,57560000,0,0,0,0,1,small
1991,UK,269,toyota corolla,0,Toyota,Toyota,15069,.9106214,55,6,165.5,136,880,57810000,0,0,0,0,1,small
1992,UK,269,toyota corolla,0,Toyota,Toyota,15224,.9090153,55,6,165.5,136,950,58010000,0,0,0,0,1,small
1993,UK,269,toyota corolla,0,Toyota,Toyota,18924,.89165831,64,5.3000002,168.5,138,945,58190000,0,0,0,0,1,small
1994,UK,269,toyota corolla,0,Toyota,Toyota,15285,.90674073,65,5.3000002,168.5,138,945,58390000,0,0,0,0,1,small
1995,UK,269,toyota corolla,0,Toyota,Toyota,11689,.90309322,65,5.3000002,168.5,138,945,58610000,0,0,0,0,1,small
1996,UK,269,toyota corolla,0,Toyota,Toyota,11472,.80745369,55,5,166,138,820,58780000,0,0,0,0,1,small
1997,UK,269,toyota corolla,0,Toyota,Toyota,15294,.78841108,62,5.3000002,168.5,138,945,58200000,0,0,0,0,1,small
1998,UK,269,toyota corolla,0,Toyota,Toyota,22572,.76597595,62,5.3000002,168.5,138,945,58200000,0,0,0,0,1,small
1999,UK,269,toyota corolla,0,Toyota,Toyota,20715,.65370107,63,5.9000001,169,139,1040,58200000,0,0,0,0,1,small
1971,UK,270,toyota carina II,0,Toyota,Toyota,1250,1.1392019,66,10,157,138.5,910,55610000,0,0,0,0,1,medium
1972,UK,270,toyota carina II,0,Toyota,Toyota,2792,1.0851839,75,9,157,138.5,910,55780000,0,0,0,0,1,medium
1988,UK,270,toyota carina II,0,Toyota,Toyota,6879,1.204115,75,5.4000001,169,137,970,57160000,0,0,0,0,1,medium
1989,UK,270,toyota carina II,0,Toyota,Toyota,8257,1.131398,69,5.4000001,169,137,970,57360000,0,0,0,0,1,medium
1990,UK,270,toyota carina II,0,Toyota,Toyota,11800,1.0737706,75,7,169,137,970,57560000,0,0,0,0,1,medium
1991,UK,270,toyota carina II,0,Toyota,Toyota,13918,1.0989115,69,5.4000001,169,137,970,57810000,0,0,0,0,1,medium
1992,UK,270,toyota carina II,0,Toyota,Toyota,15435,1.1763443,78,4.9000001,169.5,141,1060,58010000,0,0,0,0,1,medium
1993,UK,270,toyota carina II,0,Toyota,Toyota,21669,.979819,78,5.5,169.5,141,1060,58190000,0,0,0,0,1,medium
1994,UK,270,toyota carina II,0,Toyota,Toyota,22671,.96608466,78,5.5,169.5,141,1060,58390000,0,0,0,0,1,medium
1995,UK,270,toyota carina II,0,Toyota,Toyota,23601,.96060818,78,5.5,169.5,141,1060,58610000,0,0,0,0,1,medium
1996,UK,270,toyota carina II,0,Toyota,Toyota,22628,.97379196,72,5,169.5,141,1060,58780000,0,0,0,0,1,medium
1997,UK,270,toyota carina II,0,Toyota,Toyota,21816,.92974377,72,5,169.5,141,1060,58200000,0,0,0,0,1,medium
1983,UK,273,toyota camry,0,Toyota,Toyota,3528,1.1234612,66,7,169,137,1025,56350000,0,0,0,0,1,medium
1984,UK,273,toyota camry,0,Toyota,Toyota,3448,1.2111813,66,5.6999998,169,137,990,56510000,0,0,0,0,1,medium
1985,UK,273,toyota camry,0,Toyota,Toyota,3118,1.1404395,66,5.6999998,169,137,990,56680000,0,0,0,0,1,medium
1986,UK,273,toyota camry,0,Toyota,Toyota,1795,1.4268523,88.5,5.5999999,169,137,1150,56850000,0,0,0,0,1,medium
1987,UK,273,toyota camry,0,Toyota,Toyota,4177,1.4473972,88.5,6.4000001,169,137,1150,57010000,0,0,0,0,1,medium
1988,UK,273,toyota camry,0,Toyota,Toyota,3596,1.461161,93,6,169,137,1150,57160000,0,0,0,0,1,medium
1989,UK,273,toyota camry,0,Toyota,Toyota,3247,1.4096617,94,6,169,137,1150,57360000,0,0,0,0,1,medium
1990,UK,273,toyota camry,0,Toyota,Toyota,1981,1.4031816,96,8.1999998,169,137,1150,57560000,0,0,0,0,1,medium
1991,UK,273,toyota camry,0,Toyota,Toyota,1112,1.5000951,94,6.4000001,171,140,1150,57810000,0,0,0,0,1,medium
1992,UK,273,toyota camry,0,Toyota,Toyota,2052,1.6908556,99,6.5,169.5,139.5,1180,58010000,0,0,0,0,1,medium
1993,UK,273,toyota camry,0,Toyota,Toyota,1855,1.7410806,99,6.5,169.5,139.5,1180,58190000,0,0,0,0,1,medium
1994,UK,273,toyota camry,0,Toyota,Toyota,989,1.7797077,100,6.5,169.5,139.5,1180,58390000,0,0,0,0,1,medium
1995,UK,273,toyota camry,0,Toyota,Toyota,735,1.6054251,100,6.5,177,146,1305,58610000,0,0,0,0,1,medium
1996,UK,273,toyota camry,0,Toyota,Toyota,541,1.5548671,100,6.5,177,142,1355,58780000,0,0,0,0,1,medium
1997,UK,273,toyota camry,0,Toyota,Toyota,1878,1.4300396,100,6.3000002,178.5,143,1385,58200000,0,0,0,0,1,medium
1998,UK,273,toyota camry,0,Toyota,Toyota,1139,1.3913192,94,6.9000001,178.5,143,1385,58200000,0,0,0,0,1,medium
1999,UK,273,toyota camry,0,Toyota,Toyota,513,1.3198286,94,6.9000001,178.5,143,1385,58200000,0,0,0,0,1,medium
1973,UK,276,toyota carina,0,Toyota,Toyota,18523,1.084213,58,9,157,138.5,920,55910000,0,0,0,0,1,medium
1974,UK,276,toyota carina,0,Toyota,Toyota,3549,.94286895,58,9,162,129,940,55920000,0,0,0,0,1,medium
1975,UK,276,toyota carina,0,Toyota,Toyota,3272,1.0456297,58,9,159.5,138.5,940,55900000,0,0,0,0,1,medium
1976,UK,276,toyota carina,0,Toyota,Toyota,3070,1.0914987,55,9,159.5,138.5,940,55890000,0,0,0,0,1,medium
1977,UK,276,toyota carina,0,Toyota,Toyota,3050,1.0712206,55,9,163,139,925,55850000,0,0,0,0,1,medium
1978,UK,276,toyota carina,0,Toyota,Toyota,11576,1.1378336,55,9,163,139,925,55840000,0,0,0,0,1,medium
1979,UK,276,toyota carina,0,Toyota,Toyota,4293,1.0168406,55,7,163,139,925,55880000,0,0,0,0,1,medium
1980,UK,276,toyota carina,0,Toyota,Toyota,5357,.99063343,55,7,163,139,925,56330000,0,0,0,0,1,medium
1981,UK,276,toyota carina,0,Toyota,Toyota,4512,1.0097276,55,7,163,139,925,56350000,0,0,0,0,1,medium
1982,UK,276,toyota carina,0,Toyota,Toyota,4481,1.1028277,55,6.3000002,165,139,940,56310000,0,0,0,0,1,medium
1983,UK,276,toyota carina,0,Toyota,Toyota,2645,1.0831128,55,7,165,139,940,56350000,0,0,0,0,1,medium
1984,UK,276,toyota carina,0,Toyota,Toyota,5562,1.0911731,62,7,167,136.5,965,56510000,0,0,0,0,1,medium
1985,UK,276,toyota carina,0,Toyota,Toyota,6182,1.0286162,62,7,167,136.5,965,56680000,0,0,0,0,1,medium
1986,UK,276,toyota carina,0,Toyota,Toyota,7012,1.0856133,62,5.0999999,167,136.5,910,56850000,0,0,0,0,1,medium
1987,UK,276,toyota carina,0,Toyota,Toyota,6598,1.1040292,62,5.0999999,167,136.5,910,57010000,0,0,0,0,1,medium
1982,UK,277,toyota tercel,0,Toyota,Toyota,878,.92060381,48,5.9000001,155,137.5,770,56310000,0,0,0,0,1,small
1983,UK,277,toyota tercel,0,Toyota,Toyota,8497,.90432149,48,5.9000001,161.5,138.5,770,56350000,0,0,0,0,1,small
1984,UK,277,toyota tercel,0,Toyota,Toyota,4242,.90110219,48,5.3000002,161.5,138.5,780,56510000,0,0,0,0,1,small
1985,UK,277,toyota tercel,0,Toyota,Toyota,1639,1.0736628,53,5.3000002,161.5,138.5,780,56680000,0,0,0,0,1,small
1986,UK,277,toyota tercel,0,Toyota,Toyota,1035,1.0652275,52,5.3000002,161.5,138.5,850,56850000,0,0,0,0,1,small
1987,UK,277,toyota tercel,0,Toyota,Toyota,909,1.1647582,52,6,162.5,137,850,57010000,0,0,0,0,1,small
1977,UK,278,toyota cressida,0,Toyota,Toyota,700,1.3241053,65.5,10,168,141.5,1110,55850000,0,0,0,0,1,medium
1978,UK,278,toyota cressida,0,Toyota,Toyota,1800,1.3048308,65.5,10,168,141.5,1110,55840000,0,0,0,0,1,medium
1979,UK,278,toyota cressida,0,Toyota,Toyota,4293,1.20149,81,9,168,141.5,1110,55880000,0,0,0,0,1,medium
1980,UK,278,toyota cressida,0,Toyota,Toyota,2429,1.1364578,65.5,7.9000001,168,141.5,1055,56330000,0,0,0,0,1,medium
1981,UK,278,toyota cressida,0,Toyota,Toyota,2001,1.3275883,77,7.9000001,167,142.5,1090,56350000,0,0,0,0,1,medium
1982,UK,278,toyota cressida,0,Toyota,Toyota,2054,1.3639547,77,7.9000001,167,142.5,1055,56310000,0,0,0,0,1,medium
1971,UK,280,toyota crown,0,Toyota,Toyota,648,1.7709149,95.5,10,169,142,1350,55610000,0,0,0,0,1,medium
1972,UK,280,toyota crown,0,Toyota,Toyota,1881,1.7157636,103,10,169,142,1350,55780000,0,0,0,0,1,medium
1974,UK,280,toyota crown,0,Toyota,Toyota,838,1.5229933,106.5,10,169,142,1290,55920000,0,0,0,0,1,medium
1975,UK,280,toyota crown,0,Toyota,Toyota,462,2.3711503,99.5,11.7,169,144,1285,55900000,0,0,0,0,1,medium
1976,UK,280,toyota crown,0,Toyota,Toyota,458,2.4284286,106.5,11.7,169,144,1285,55890000,0,0,0,0,1,medium
1979,UK,280,toyota crown,0,Toyota,Toyota,502,2.1154344,81,10,169,143.5,1335,55880000,0,0,0,0,1,medium
1980,UK,280,toyota crown,0,Toyota,Toyota,713,2.1484787,106.5,7.9000001,169,143.5,1385,56330000,0,0,0,0,1,medium
1981,UK,280,toyota crown,0,Toyota,Toyota,499,2.2119842,106.5,7.9000001,169,143.5,1385,56350000,0,0,0,0,1,medium
1982,UK,280,toyota crown,0,Toyota,Toyota,458,2.1659009,106.5,10,169,143.5,1385,56310000,0,0,0,0,1,medium
1979,UK,282,toyota corona,0,Toyota,Toyota,805,1.3948786,77,10,164.5,140,1050,55880000,0,0,0,0,1,medium
1980,UK,282,toyota corona,0,Toyota,Toyota,752,1.2805809,63,7.5,164.5,140,1030,56330000,0,0,0,0,1,medium
1976,UK,284,volkswagen polo,0,VW,Volkswagen,7473,.80233639,29,7.3000002,156,134.5,685,55890000,0,0,0,0,1,small
1977,UK,284,volkswagen polo,0,VW,Volkswagen,11906,.84090823,29.5,7.5,156,134.5,685,55850000,0,0,0,0,1,small
1978,UK,284,volkswagen polo,0,VW,Volkswagen,15034,.79853791,29.5,7.5,156,134.5,685,55840000,0,0,0,0,1,small
1979,UK,284,volkswagen polo,0,VW,Volkswagen,13325,.75410277,29,6.1999998,156,134.5,685,55880000,0,0,0,0,1,small
1980,UK,284,volkswagen polo,0,VW,Volkswagen,16045,.79304147,29.5,6.1999998,156,134.5,700,56330000,0,0,0,0,1,small
1981,UK,284,volkswagen polo,0,VW,Volkswagen,17885,.65649974,37,6.4000001,156,134.5,685,56350000,0,0,0,0,1,small
1982,UK,284,volkswagen polo,0,VW,Volkswagen,23763,.77389646,29.5,5.8000002,158,135.5,700,56310000,0,0,0,0,1,small
1983,UK,284,volkswagen polo,0,VW,Volkswagen,32706,.67074519,29.5,5.8000002,158,135.5,700,56350000,0,0,0,0,1,small
1984,UK,284,volkswagen polo,0,VW,Volkswagen,31345,.66646188,29,5.5999999,158,135.5,700,56510000,0,0,0,0,1,small
1985,UK,284,volkswagen polo,0,VW,Volkswagen,31489,.63112777,29,5.5999999,158,135.5,700,56680000,0,0,0,0,1,small
1986,UK,284,volkswagen polo,0,VW,Volkswagen,32791,.63683206,33,5.5999999,158,135.5,730,56850000,0,0,0,0,1,small
1987,UK,284,volkswagen polo,0,VW,Volkswagen,31220,.66371018,33,5.5999999,158,135.5,730,57010000,0,0,0,0,1,small
1988,UK,284,volkswagen polo,0,VW,Volkswagen,31063,.6218816,33,5.5999999,158,135.5,730,57160000,0,0,0,0,1,small
1989,UK,284,volkswagen polo,0,VW,Volkswagen,30395,.59543753,33,5.6999998,158,135.5,730,57360000,0,0,0,0,1,small
1990,UK,284,volkswagen polo,0,VW,Volkswagen,25311,.59511191,33,7.1999998,158,135.5,730,57560000,0,0,0,0,1,small
1991,UK,284,volkswagen polo,0,VW,Volkswagen,24107,.65655524,33,5.1999998,157,135,765,57810000,0,0,0,0,1,small
1992,UK,284,volkswagen polo,0,VW,Volkswagen,19885,.64517325,33,5.1999998,157,135,765,58010000,0,0,0,0,1,small
1993,UK,284,volkswagen polo,0,VW,Volkswagen,16584,.5989576,33,5.1999998,157,135,765,58190000,0,0,0,0,1,small
1994,UK,284,volkswagen polo,0,VW,Volkswagen,14522,.55896771,33,5.1999998,157,135,765,58390000,0,0,0,0,1,small
1995,UK,284,volkswagen polo,0,VW,Volkswagen,24479,.61793214,33,5.3000002,165.5,142,880,58610000,0,0,0,0,1,small
1996,UK,284,volkswagen polo,0,VW,Volkswagen,47000,.61465967,33,5.3000002,165.5,142,880,58780000,0,0,0,0,1,small
1997,UK,284,volkswagen polo,0,VW,Volkswagen,56235,.57005388,37,4.9000001,165.5,142,880,58200000,0,0,0,0,1,small
1998,UK,284,volkswagen polo,0,VW,Volkswagen,48402,.57601058,37,4.9000001,165.5,142,880,58200000,0,0,0,0,1,small
1999,UK,284,volkswagen polo,0,VW,Volkswagen,43422,.53891915,37,4.9000001,165.5,142,880,58200000,0,0,0,0,1,small
1975,UK,285,volkswagen golf,0,VW,Volkswagen,19802,.8106271,37,8,161,141,750,55900000,0,0,0,0,1,small
1976,UK,285,volkswagen golf,0,VW,Volkswagen,15521,.89158404,37,8,161,141,750,55890000,0,0,0,0,1,small
1977,UK,285,volkswagen golf,0,VW,Volkswagen,12080,.95147347,37,8.3000002,161,141,775,55850000,0,0,0,0,1,small
1978,UK,285,volkswagen golf,0,VW,Volkswagen,13627,.87806034,37,8.3000002,161,141,750,55840000,0,0,0,0,1,small
1979,UK,285,volkswagen golf,0,VW,Volkswagen,19903,.83585596,37,6.5999999,161,141,750,55880000,0,0,0,0,1,small
1980,UK,285,volkswagen golf,0,VW,Volkswagen,18516,.87470311,37,6.5999999,161,141,750,56330000,0,0,0,0,1,small
1981,UK,285,volkswagen golf,0,VW,Volkswagen,26413,.85654426,37,6.5999999,161,141,750,56350000,0,0,0,0,1,small
1982,UK,285,volkswagen golf,0,VW,Volkswagen,26311,.83867371,37,6.4000001,161,141,750,56310000,0,0,0,0,1,small
1983,UK,285,volkswagen golf,0,VW,Volkswagen,25764,.89987946,37,6.4000001,161,141,750,56350000,0,0,0,0,1,small
1984,UK,285,volkswagen golf,0,VW,Volkswagen,24250,.8294788,33,5.1999998,166.5,141.5,770,56510000,0,0,0,0,1,small
1985,UK,285,volkswagen golf,0,VW,Volkswagen,31145,.78752184,33,5.1999998,166.5,141.5,770,56680000,0,0,0,0,1,small
1986,UK,285,volkswagen golf,0,VW,Volkswagen,35773,.85354108,40,5.5,166.5,141.5,845,56850000,0,0,0,0,1,small
1987,UK,285,volkswagen golf,0,VW,Volkswagen,40543,.90191334,40,5.5,166.5,141.5,845,57010000,0,0,0,0,1,small
1988,UK,285,volkswagen golf,0,VW,Volkswagen,51400,.86389285,40,5.5,166.5,141.5,845,57160000,0,0,0,0,1,small
1989,UK,285,volkswagen golf,0,VW,Volkswagen,56055,.81700343,40,5.5999999,166.5,141.5,845,57360000,0,0,0,0,1,small
1990,UK,285,volkswagen golf,0,VW,Volkswagen,47729,.79814762,40,7.5999999,166.5,141.5,855,57560000,0,0,0,0,1,small
1991,UK,285,volkswagen golf,0,VW,Volkswagen,33862,.85659468,40,5.9000001,166.5,141.5,855,57810000,0,0,0,0,1,small
1992,UK,285,volkswagen golf,0,VW,Volkswagen,32554,.90310699,44,5.4000001,169.5,142.5,960,58010000,0,0,0,0,1,small
1993,UK,285,volkswagen golf,0,VW,Volkswagen,36404,.79298478,44,5.4000001,169.5,142.5,960,58190000,0,0,0,0,1,small
1994,UK,285,volkswagen golf,0,VW,Volkswagen,44004,.83858246,44,5.4000001,169.5,142.5,960,58390000,0,0,0,0,1,small
1995,UK,285,volkswagen golf,0,VW,Volkswagen,44111,.85731429,44,5.1999998,169.5,142.5,1000,58610000,0,0,0,0,1,small
1996,UK,285,volkswagen golf,0,VW,Volkswagen,52436,.84713721,44,5,169.5,143,1000,58780000,0,0,0,0,1,small
1997,UK,285,volkswagen golf,0,VW,Volkswagen,39986,.78732109,44,5.5,169.5,143,1000,58200000,0,0,0,0,1,small
1998,UK,285,volkswagen golf,0,VW,Volkswagen,42354,.8511616,55,5.3000002,174,144,1090,58200000,0,0,0,0,1,small
1999,UK,285,volkswagen golf,0,VW,Volkswagen,63715,.80151141,55,5.3000002,173.5,144,1090,58200000,0,0,0,0,1,small
1980,UK,286,volkswagen jetta,0,VW,Volkswagen,5203,1.0232009,44,6.8000002,161,141,810,56330000,0,0,0,0,1,small
1981,UK,286,volkswagen jetta,0,VW,Volkswagen,8539,.9781183,37,5.3000002,161,141,805,56350000,0,0,0,0,1,small
1982,UK,286,volkswagen jetta,0,VW,Volkswagen,7937,.92665774,44,6.5999999,161,141,830,56310000,0,0,0,0,1,small
1983,UK,286,volkswagen jetta,0,VW,Volkswagen,6125,.91172487,44,6.5999999,161,141,825,56350000,0,0,0,0,1,small
1984,UK,286,volkswagen jetta,0,VW,Volkswagen,4261,.95000732,40,5.6999998,166.5,141.5,875,56510000,0,0,0,0,1,small
1985,UK,286,volkswagen jetta,0,VW,Volkswagen,5829,.9033106,40,5.6999998,166.5,141.5,875,56680000,0,0,0,0,1,small
1986,UK,286,volkswagen jetta,0,VW,Volkswagen,6774,.88234699,40,5.6999998,166.5,141.5,895,56850000,0,0,0,0,1,small
1987,UK,286,volkswagen jetta,0,VW,Volkswagen,6948,.93153727,40,5.6999998,166.5,141.5,895,57010000,0,0,0,0,1,small
1988,UK,286,volkswagen jetta,0,VW,Volkswagen,7596,.90899712,40,5.6999998,166.5,141.5,895,57160000,0,0,0,0,1,small
1989,UK,286,volkswagen jetta,0,VW,Volkswagen,7230,.86380684,40,5.8000002,166.5,141.5,875,57360000,0,0,0,0,1,small
1990,UK,286,volkswagen jetta,0,VW,Volkswagen,6118,.85203981,40,7.5999999,167.5,141.5,910,57560000,0,0,0,0,1,small
1991,UK,286,volkswagen jetta,0,VW,Volkswagen,3623,.90971762,40,6,167.5,141.5,910,57810000,0,0,0,0,1,small
1974,UK,288,volkswagen passat,0,VW,Volkswagen,6733,.94887024,40,9,160,136,860,55920000,0,0,0,0,1,medium
1975,UK,288,volkswagen passat,0,VW,Volkswagen,5594,1.002854,44,8.6000004,160,136,860,55900000,0,0,0,0,1,medium
1976,UK,288,volkswagen passat,0,VW,Volkswagen,4189,1.1557571,55,8.6000004,160,136,860,55890000,0,0,0,0,1,medium
1977,UK,288,volkswagen passat,0,VW,Volkswagen,4024,1.2219567,40.5,8.6000004,161.5,136,885,55850000,0,0,0,0,1,medium
1978,UK,288,volkswagen passat,0,VW,Volkswagen,5905,1.2988666,55,8.8000002,161.5,136,885,55840000,0,0,0,0,1,medium
1979,UK,288,volkswagen passat,0,VW,Volkswagen,6958,1.2432123,62.5,6.5999999,161.5,136,905,55880000,0,0,0,0,1,medium
1980,UK,288,volkswagen passat,0,VW,Volkswagen,4740,1.2324588,55,6.8000002,161.5,136,885,56330000,0,0,0,0,1,medium
1981,UK,288,volkswagen passat,0,VW,Volkswagen,5787,1.2420444,55,6.5999999,168.5,138.5,930,56350000,0,0,0,0,1,medium
1982,UK,288,volkswagen passat,0,VW,Volkswagen,8542,1.2448937,55,6.5999999,168.5,138.5,930,56310000,0,0,0,0,1,medium
1983,UK,288,volkswagen passat,0,VW,Volkswagen,7726,1.0795963,55,6.5999999,168.5,138.5,1100,56350000,0,0,0,0,1,medium
1984,UK,288,volkswagen passat,0,VW,Volkswagen,11105,1.07227,55,6.5999999,168.5,138.5,960,56510000,0,0,0,0,1,medium
1985,UK,288,volkswagen passat,0,VW,Volkswagen,9772,1.035278,55,6.5999999,168.5,138.5,960,56680000,0,0,0,0,1,medium
1986,UK,288,volkswagen passat,0,VW,Volkswagen,8904,1.0594664,55,6.5999999,170.5,138.5,985,56850000,0,0,0,0,1,medium
1987,UK,288,volkswagen passat,0,VW,Volkswagen,7484,1.1647582,55,6.5,171,138.5,985,57010000,0,0,0,0,1,medium
1988,UK,288,volkswagen passat,0,VW,Volkswagen,6781,1.2110262,66,6,170.5,143,1125,57160000,0,0,0,0,1,medium
1989,UK,288,volkswagen passat,0,VW,Volkswagen,11028,1.1645273,66,6.0999999,170.5,143,1125,57360000,0,0,0,0,1,medium
1990,UK,288,volkswagen passat,0,VW,Volkswagen,11374,1.0120454,66,8.3999996,170.5,143,1130,57560000,0,0,0,0,1,medium
1991,UK,288,volkswagen passat,0,VW,Volkswagen,9647,1.1490219,66,6.1999998,170.5,143,1130,57810000,0,0,0,0,1,medium
1992,UK,288,volkswagen passat,0,VW,Volkswagen,9267,1.1375041,66,5.8000002,170.5,143,1130,58010000,0,0,0,0,1,medium
1993,UK,288,volkswagen passat,0,VW,Volkswagen,6997,1.1799326,66,5.8000002,170.5,143,1130,58190000,0,0,0,0,1,medium
1994,UK,288,volkswagen passat,0,VW,Volkswagen,11074,1.1875772,66,5.8000002,172,143,1220,58390000,0,0,0,0,1,medium
1995,UK,288,volkswagen passat,0,VW,Volkswagen,8094,1.0590745,66,5.8000002,172,143,1220,58610000,0,0,0,0,1,medium
1996,UK,288,volkswagen passat,0,VW,Volkswagen,8641,.99486148,66,6,172,143,1210,58780000,0,0,0,0,1,medium
1997,UK,288,volkswagen passat,0,VW,Volkswagen,16582,1.0064049,74,6,174,146,1200,58200000,0,0,0,0,1,medium
1998,UK,288,volkswagen passat,0,VW,Volkswagen,32388,1.0742006,74,6,174,146,1200,58200000,0,0,0,0,1,medium
1999,UK,288,volkswagen passat,0,VW,Volkswagen,30052,1.0533122,92,6.4000001,174,146,1290,58200000,0,0,0,0,1,medium
1982,UK,290,volkswagen santana,0,VW,Volkswagen,342,1.6093414,84.5,6.5999999,169.5,140,985,56310000,0,0,0,0,1,medium
1983,UK,290,volkswagen santana,0,VW,Volkswagen,2362,1.0888505,55,6.1999998,169.5,140,985,56350000,0,0,0,0,1,medium
1971,UK,291,"volkswagen coccinelle-beetle,1200",0,VW,Volkswagen,28901,.72126985,25,7.5,155,150,760,55610000,0,0,0,0,1,small
1972,UK,291,"volkswagen coccinelle-beetle,1200",0,VW,Volkswagen,32676,.68233734,25,7.5,155,150,760,55780000,0,0,0,0,1,small
1973,UK,291,"volkswagen coccinelle-beetle,1200",0,VW,Volkswagen,31141,.668598,25,7.5,155,150,760,55910000,0,0,0,0,1,small
