year,country,co,type,domestic,firm,brand,qu,princ,horsepower,fuel,width,height,weight,pop,country1,country2,country3,country4,country5,class
1983,Belgium,1,alfa 33,0,AlfaRomeo,AlfaRomeo,729,.79149753,58,5.8000002,161,130.5,890,9860000,1,0,0,0,0,small
1984,Belgium,1,alfa 33,0,AlfaRomeo,AlfaRomeo,1860,.76201642,58,5.8000002,161,130.5,890,9860000,1,0,0,0,0,small
1985,Belgium,1,alfa 33,0,AlfaRomeo,AlfaRomeo,1771,.73627752,58,5.8000002,161,130.5,890,9860000,1,0,0,0,0,small
1986,Belgium,1,alfa 33,0,AlfaRomeo,AlfaRomeo,2047,.65909141,58,5.8000002,161,134.5,890,9860000,1,0,0,0,0,small
1987,Belgium,1,alfa 33,0,Fiat,AlfaRomeo,2147,.64931524,58,5.8000002,161,134.5,910,9870000,1,0,0,0,0,small
1988,Belgium,1,alfa 33,0,Fiat,AlfaRomeo,2087,.65251786,58,5.8000002,161,134.5,910,9900000,1,0,0,0,0,small
1989,Belgium,1,alfa 33,0,Fiat,AlfaRomeo,1803,.66563225,63,5.6999998,161,134.5,910,9940000,1,0,0,0,0,small
1990,Belgium,1,alfa 33,0,Fiat,AlfaRomeo,2689,.64038962,63,7.8000002,161.5,135,940,9970000,1,0,0,0,0,small
1991,Belgium,1,alfa 33,0,Fiat,AlfaRomeo,2880,.62403148,65,5.6999998,161.5,135,940,9980000,1,0,0,0,0,small
1992,Belgium,1,alfa 33,0,Fiat,AlfaRomeo,2849,.57086438,66,5.8000002,161.5,135,940,10050000,1,0,0,0,0,small
1993,Belgium,1,alfa 33,0,Fiat,AlfaRomeo,1615,.61186194,65,5.8000002,161.5,135,940,10080000,1,0,0,0,0,small
1994,Belgium,1,alfa 33,0,Fiat,AlfaRomeo,1095,.60119975,65,5.8000002,161.5,135,970,10090000,1,0,0,0,0,small
1986,Belgium,2,alfa 75,0,AlfaRomeo,AlfaRomeo,775,1.0509784,88.5,7,163,140,1060,9860000,1,0,0,0,0,medium
1987,Belgium,2,alfa 75,0,Fiat,AlfaRomeo,997,1.034562,88.5,7,163,140,1060,9870000,1,0,0,0,0,medium
1988,Belgium,2,alfa 75,0,Fiat,AlfaRomeo,1263,.91352499,81,6.9000001,163,140,1060,9900000,1,0,0,0,0,medium
1989,Belgium,2,alfa 75,0,Fiat,AlfaRomeo,1200,.85420114,81,6.9000001,163,140,1090,9940000,1,0,0,0,0,medium
1990,Belgium,2,alfa 75,0,Fiat,AlfaRomeo,1064,.83509243,79,9.3999996,163,140,1090,9970000,1,0,0,0,0,medium
1991,Belgium,2,alfa 75,0,Fiat,AlfaRomeo,801,.79765606,76,6.9000001,163,140,1090,9980000,1,0,0,0,0,medium
1992,Belgium,2,alfa 75,0,Fiat,AlfaRomeo,230,.73840928,77,6.6999998,163,140,1090,10050000,1,0,0,0,0,medium
1989,Belgium,3,alfa 164,0,Fiat,AlfaRomeo,920,1.4223255,109,6.5,176,140,1200,9940000,1,0,0,0,0,luxury
1990,Belgium,3,alfa 164,0,Fiat,AlfaRomeo,895,1.369004,109,8.3000002,176,140,1200,9970000,1,0,0,0,0,luxury
1991,Belgium,3,alfa 164,0,Fiat,AlfaRomeo,1018,1.3294268,107,6.5,176,140,1200,9980000,1,0,0,0,0,luxury
1992,Belgium,3,alfa 164,0,Fiat,AlfaRomeo,664,1.2387557,107,6.4000001,176,140,1300,10050000,1,0,0,0,0,luxury
1993,Belgium,3,alfa 164,0,Fiat,AlfaRomeo,459,1.3462323,106,6.5,176,139,1380,10080000,1,0,0,0,0,luxury
1994,Belgium,3,alfa 164,0,Fiat,AlfaRomeo,362,1.2961706,106,6.5,176,139,1380,10090000,1,0,0,0,0,luxury
1995,Belgium,3,alfa 164,0,Fiat,AlfaRomeo,129,1.2555447,106,6.5,176,139,1380,10140000,1,0,0,0,0,luxury
1996,Belgium,3,alfa 164,0,Fiat,AlfaRomeo,79,1.2343547,106,6.5,176,139,1380,10160000,1,0,0,0,0,luxury
1997,Belgium,3,alfa 164,0,Fiat,AlfaRomeo,65,1.1921906,106,6.5,176,139,1380,10190000,1,0,0,0,0,luxury
1985,Belgium,6,alfa 90,0,AlfaRomeo,AlfaRomeo,421,1.2081784,94,6.5,164,142,1080,9860000,1,0,0,0,0,medium
1986,Belgium,6,alfa 90,0,AlfaRomeo,AlfaRomeo,270,1.2700938,94,6.5,164,142,1080,9860000,1,0,0,0,0,medium
1987,Belgium,6,alfa 90,0,Fiat,AlfaRomeo,159,1.4456033,115,7,164,142,1080,9870000,1,0,0,0,0,medium
1973,Belgium,7,alfetta (GTV),0,AlfaRomeo,AlfaRomeo,414,1.2152457,89.5,11.5,162,143,1060,9740000,1,0,0,0,0,medium
1974,Belgium,7,alfetta (GTV),0,AlfaRomeo,AlfaRomeo,371,1.1208469,90,11.5,162,143,1060,9770000,1,0,0,0,0,medium
1975,Belgium,7,alfetta (GTV),0,AlfaRomeo,AlfaRomeo,1116,1.0263608,90,9.1999998,166.5,133,1040,9790000,1,0,0,0,0,medium
1976,Belgium,7,alfetta (GTV),0,AlfaRomeo,AlfaRomeo,1296,1.0283024,90,9.1999998,166.5,133,1040,9810000,1,0,0,0,0,medium
1977,Belgium,7,alfetta (GTV),0,AlfaRomeo,AlfaRomeo,1894,1.0408828,87,6.5,162,143,1060,9820000,1,0,0,0,0,medium
1978,Belgium,7,alfetta (GTV),0,AlfaRomeo,AlfaRomeo,1399,.91223919,80,9.1999998,162,143,1040,9830000,1,0,0,0,0,medium
1979,Belgium,7,alfetta (GTV),0,AlfaRomeo,AlfaRomeo,920,1.1977119,90,6.9000001,166,133,1080,9840000,1,0,0,0,0,medium
1980,Belgium,7,alfetta GTV,0,AlfaRomeo,AlfaRomeo,762,1.1489888,90,6.9000001,164,143,1140,9850000,1,0,0,0,0,medium
1981,Belgium,7,alfetta GTV,0,AlfaRomeo,AlfaRomeo,844,1.1789711,96,6.9000001,164,143,1140,9850000,1,0,0,0,0,medium
1982,Belgium,7,alfetta GTV,0,AlfaRomeo,AlfaRomeo,1113,.93128169,80,6.8000002,164,143,1120,9860000,1,0,0,0,0,medium
1983,Belgium,7,alfetta GTV,0,AlfaRomeo,AlfaRomeo,988,1.2652191,96,6.5999999,164,143,1120,9860000,1,0,0,0,0,medium
1984,Belgium,7,alfetta GTV,0,AlfaRomeo,AlfaRomeo,676,1.0897654,89.5,6.6999998,164,143,1140,9860000,1,0,0,0,0,medium
1985,Belgium,7,alfetta GTV,0,AlfaRomeo,AlfaRomeo,159,1.2767583,96,6.5999999,164,143,1140,9860000,1,0,0,0,0,medium
1986,Belgium,7,alfetta GTV,0,AlfaRomeo,AlfaRomeo,70,1.2662157,95.5,6.5999999,166.5,133,1110,9860000,1,0,0,0,0,medium
1995,Belgium,7,alfa GTV,0,Fiat,AlfaRomeo,105,1.1939614,110,6.1999998,178,132,1370,10140000,1,0,0,0,0,medium
1996,Belgium,7,alfa GTV,0,Fiat,AlfaRomeo,266,1.1988778,110,6.1999998,178,132,1370,10160000,1,0,0,0,0,medium
1997,Belgium,7,alfa GTV,0,Fiat,AlfaRomeo,186,1.1698738,110,6.1999998,178,132,1370,10190000,1,0,0,0,0,medium
1998,Belgium,7,alfa GTV,0,Fiat,AlfaRomeo,154,1.0444076,106,7,178,132,1370,10190000,1,0,0,0,0,medium
1999,Belgium,7,alfa GTV,0,Fiat,AlfaRomeo,177,1.0028574,106,6.5,178,132,1350,10190000,1,0,0,0,0,medium
1978,Belgium,8,alfa giulietta,0,AlfaRomeo,AlfaRomeo,796,.85035157,70,7.5,165,140,1070,9830000,1,0,0,0,0,medium
1979,Belgium,8,alfa giulietta,0,AlfaRomeo,AlfaRomeo,1127,.8209545,70,7.3000002,165,140,1070,9840000,1,0,0,0,0,medium
1980,Belgium,8,alfa giulietta,0,AlfaRomeo,AlfaRomeo,1085,.83664918,70,7.3000002,165,140,1070,9850000,1,0,0,0,0,medium
1981,Belgium,8,alfa giulietta,0,AlfaRomeo,AlfaRomeo,918,.90915513,80,7.5999999,165,140,1070,9850000,1,0,0,0,0,medium
1982,Belgium,8,alfa giulietta,0,AlfaRomeo,AlfaRomeo,1282,.8845619,80,7.5999999,165,140,1070,9860000,1,0,0,0,0,medium
1983,Belgium,8,alfa giulietta,0,AlfaRomeo,AlfaRomeo,1074,.92978895,80,6.8000002,165,140,1070,9860000,1,0,0,0,0,medium
1984,Belgium,8,alfa giulietta,0,AlfaRomeo,AlfaRomeo,755,.98324698,80,6.8000002,165,140,1070,9860000,1,0,0,0,0,medium
1985,Belgium,8,alfa giulietta,0,AlfaRomeo,AlfaRomeo,266,.93997759,80,6.8000002,165,140,1070,9860000,1,0,0,0,0,medium
1973,Belgium,9,alfasud,0,AlfaRomeo,AlfaRomeo,1505,.67593348,46.5,7.5999999,159,137,830,9740000,1,0,0,0,0,small
1974,Belgium,9,alfasud,0,AlfaRomeo,AlfaRomeo,1859,.65942478,46,7.5999999,159,137,830,9770000,1,0,0,0,0,small
1975,Belgium,9,alfasud,0,AlfaRomeo,AlfaRomeo,2994,.60682255,46,7.5999999,153,137,860,9790000,1,0,0,0,0,small
1976,Belgium,9,alfasud,0,AlfaRomeo,AlfaRomeo,1990,.60502076,46,7.5999999,153,137,860,9810000,1,0,0,0,0,small
1977,Belgium,9,alfasud,0,AlfaRomeo,AlfaRomeo,2023,.58598167,46,7.1999998,159,137,860,9820000,1,0,0,0,0,small
1978,Belgium,9,alfasud,0,AlfaRomeo,AlfaRomeo,2187,.56221259,46,7.1999998,159,137,860,9830000,1,0,0,0,0,small
1979,Belgium,9,alfasud,0,AlfaRomeo,AlfaRomeo,2088,.52708369,46,7.1999998,159,137,860,9840000,1,0,0,0,0,small
1980,Belgium,9,alfasud,0,AlfaRomeo,AlfaRomeo,1532,.53062648,46,6.5999999,159,137,860,9850000,1,0,0,0,0,small
1981,Belgium,9,alfasud,0,AlfaRomeo,AlfaRomeo,1422,.5430004,46,6.5,159,137,915,9850000,1,0,0,0,0,small
1982,Belgium,9,alfasud,0,AlfaRomeo,AlfaRomeo,1630,.66653603,58,6.6999998,159,137,895,9860000,1,0,0,0,0,small
1983,Belgium,9,alfasud,0,AlfaRomeo,AlfaRomeo,1331,.62966722,58,6,159,137,895,9860000,1,0,0,0,0,small
1984,Belgium,9,alfasud,0,AlfaRomeo,AlfaRomeo,77,.94500959,77,5.9000001,162,130.5,915,9860000,1,0,0,0,0,small
1980,Belgium,11,alfa 6,0,AlfaRomeo,AlfaRomeo,82,1.5536267,118,9,168.5,139.5,1430,9850000,1,0,0,0,0,luxury
1992,Belgium,12,alfa 155,0,Fiat,AlfaRomeo,622,.92375022,93,6.6999998,170,144,1205,10050000,1,0,0,0,0,medium
1993,Belgium,12,alfa 155,0,Fiat,AlfaRomeo,1080,.86422944,83,6.4000001,170,144,1250,10080000,1,0,0,0,0,medium
1994,Belgium,12,alfa 155,0,Fiat,AlfaRomeo,1554,.85056323,85,6.4000001,170,144,1250,10090000,1,0,0,0,0,medium
1995,Belgium,12,alfa 155,0,Fiat,AlfaRomeo,962,.77418971,83,6.4000001,173,144,1250,10140000,1,0,0,0,0,medium
1996,Belgium,12,alfa 155,0,Fiat,AlfaRomeo,866,.77070713,88,6.4000001,173,144,1290,10160000,1,0,0,0,0,medium
1997,Belgium,12,alfa 155,0,Fiat,AlfaRomeo,628,.74350417,88,6,173,144,1270,10190000,1,0,0,0,0,medium
1973,Belgium,13,audi 80/90,0,VW,Audi,4927,.72819108,44,8.8000002,160,136,835,9740000,1,0,0,0,0,medium
1974,Belgium,13,audi 80/90,0,VW,Audi,3982,.68015957,44,8.8000002,160,136,835,9770000,1,0,0,0,0,medium
1975,Belgium,13,audi 80/90,0,VW,Audi,2513,.69332254,44,8.6000004,160,136,835,9790000,1,0,0,0,0,medium
1976,Belgium,13,audi 80/90,0,VW,Audi,3485,.73589903,44,8.6000004,160,136,835,9810000,1,0,0,0,0,medium
1977,Belgium,13,audi 80/90,0,VW,Audi,3111,.72956657,44,8.8000002,160,136,845,9820000,1,0,0,0,0,medium
1978,Belgium,13,audi 80/90,0,VW,Audi,4139,.73381001,44,8.8000002,160,136,945,9830000,1,0,0,0,0,medium
1979,Belgium,13,audi 80/90,0,VW,Audi,4051,.73543054,44,7,168,136.5,910,9840000,1,0,0,0,0,medium
1980,Belgium,13,audi 80/90,0,VW,Audi,5143,.73873591,44,7,168,136.5,890,9850000,1,0,0,0,0,medium
1981,Belgium,13,audi 80/90,0,VW,Audi,6366,.73028839,44,6.5999999,168,136.5,890,9850000,1,0,0,0,0,medium
1982,Belgium,13,audi 80/90,0,VW,Audi,7704,.75592667,44,5.0999999,168,136.5,950,9860000,1,0,0,0,0,medium
1983,Belgium,13,audi 80/90,0,VW,Audi,6510,.75751317,44,5.0999999,168,136.5,930,9860000,1,0,0,0,0,medium
1984,Belgium,13,audi 80/90,0,VW,Audi,7407,.74781394,44,5.0999999,168,136.5,930,9860000,1,0,0,0,0,medium
1985,Belgium,13,audi 80/90,0,VW,Audi,8813,.7441808,44,5.0999999,168,136.5,930,9860000,1,0,0,0,0,medium
1987,Belgium,13,audi 80/90,0,VW,Audi,9816,.90781659,55,5.5999999,169.5,139.5,1020,9870000,1,0,0,0,0,medium
1988,Belgium,13,audi 80/90,0,VW,Audi,14528,.88116008,55,5.4000001,169.5,139.5,1020,9900000,1,0,0,0,0,medium
1989,Belgium,13,audi 80/90,0,VW,Audi,12575,.82438469,55,5.8000002,169.5,139.5,1030,9940000,1,0,0,0,0,medium
1990,Belgium,13,audi 80/90,0,VW,Audi,13568,.84437126,66,7.5999999,169.5,139.5,1050,9970000,1,0,0,0,0,medium
1991,Belgium,13,audi 80/90,0,VW,Audi,13301,.7780416,55,5.4000001,169.5,139.5,1050,9980000,1,0,0,0,0,medium
1992,Belgium,13,audi 80/90,0,VW,Audi,12251,.87241995,66,6.1999998,169.5,141,1190,10050000,1,0,0,0,0,medium
1993,Belgium,13,audi 80/90,0,VW,Audi,6891,.92385024,52,6.1999998,169.5,141,1190,10080000,1,0,0,0,0,medium
1994,Belgium,13,audi 80/90,0,VW,Audi,5554,.9860248,66,6.8000002,169.5,141,1190,10090000,1,0,0,0,0,medium
1995,Belgium,13,audi 80/90,0,VW,Audi,817,1.0163753,66,7,169.5,141,1270,10140000,1,0,0,0,0,medium
1970,Belgium,15,audi 100/200,0,VW,Audi,2700,1.130205,59,8.8999996,173,142,1050,9660000,1,0,0,0,0,medium
1971,Belgium,15,audi 100/200,0,VW,Audi,1850,1.108423,59,8.8999996,173,142,1050,9670000,1,0,0,0,0,medium
1972,Belgium,15,audi 100/200,0,VW,Audi,2231,1.0199059,62.5,8.8999996,173,142,1050,9710000,1,0,0,0,0,medium
1973,Belgium,15,audi 100/200,0,VW,Audi,2866,.95771474,62.5,8.8999996,173,141.5,1075,9740000,1,0,0,0,0,medium
1974,Belgium,15,audi 100/200,0,VW,Audi,1670,.88721544,63,8.8999996,173,141.5,1075,9770000,1,0,0,0,0,medium
1975,Belgium,15,audi 100/200,0,VW,Audi,3599,.88880724,63,8.8999996,173,142,1050,9790000,1,0,0,0,0,medium
1976,Belgium,15,audi 100/200,0,VW,Audi,1602,.8637498,63,8.8999996,173,142,1050,9810000,1,0,0,0,0,medium
1977,Belgium,15,audi 100/200,0,VW,Audi,5211,.90505922,63,8.8999996,177,139.5,1110,9820000,1,0,0,0,0,medium
1978,Belgium,15,audi 100/200,0,VW,Audi,5152,.86964124,63,8.8999996,177,139.5,1110,9830000,1,0,0,0,0,medium
1979,Belgium,15,audi 100/200,0,VW,Audi,5479,.93812609,63,8.8999996,177,139.5,1110,9840000,1,0,0,0,0,medium
1980,Belgium,15,audi 100/200,0,VW,Audi,5181,.90227556,63,7,177,139,1110,9850000,1,0,0,0,0,medium
1981,Belgium,15,audi 100/200,0,VW,Audi,3563,.89197582,63,6.8000002,177,139,1090,9850000,1,0,0,0,0,medium
1982,Belgium,15,audi 100/200,0,VW,Audi,2742,.97737855,63,6.5,177,139,1090,9860000,1,0,0,0,0,medium
1983,Belgium,15,audi 100/200,0,VW,Audi,5755,1.0707284,55,6.0999999,181.5,142,1080,9860000,1,0,0,0,0,medium
1984,Belgium,15,audi 100/200,0,VW,Audi,6844,1.0444268,55,5.6999998,181.5,142,1080,9860000,1,0,0,0,0,medium
1985,Belgium,15,audi 100/200,0,VW,Audi,5776,1.1862532,55,5.6999998,181.5,142,1080,9860000,1,0,0,0,0,medium
1986,Belgium,15,audi 100/200,0,VW,Audi,6350,1.0527235,55,5.6999998,181.5,142,1090,9860000,1,0,0,0,0,medium
1987,Belgium,15,audi 100/200,0,VW,Audi,6383,1.0638824,55,5.4000001,181.5,142,1090,9870000,1,0,0,0,0,medium
1988,Belgium,15,audi 100/200,0,VW,Audi,4684,1.1023201,66,5.8000002,181.5,142,1090,9900000,1,0,0,0,0,medium
1989,Belgium,15,audi 100/200,0,VW,Audi,4947,1.0311658,66,5.9000001,181.5,142,1160,9940000,1,0,0,0,0,medium
1990,Belgium,15,audi 100/200,0,VW,Audi,4840,1.0101728,66,8.1000004,181.5,142,1160,9970000,1,0,0,0,0,medium
1991,Belgium,15,audi 100/200,0,VW,Audi,5660,1.1616139,74,6.4000001,177.5,143,1310,9980000,1,0,0,0,0,medium
1992,Belgium,15,audi 100/200,0,VW,Audi,6840,1.0932013,85,6.6999998,177.5,143,1325,10050000,1,0,0,0,0,medium
1993,Belgium,15,audi 100/200,0,VW,Audi,7201,1.3971415,85,6.6999998,177.5,143,1325,10080000,1,0,0,0,0,medium
1975,Belgium,18,BMW 3 (316),0,BMW,BMW,697,.8988592,66,9.8999996,161,138,1010,9790000,1,0,0,0,0,medium
1976,Belgium,18,BMW 3 (316),0,BMW,BMW,4451,.87329787,66,9.8999996,161,138,1010,9810000,1,0,0,0,0,medium
1977,Belgium,18,BMW 3 (316),0,BMW,BMW,5405,.88306874,66,9.8999996,161,138,1020,9820000,1,0,0,0,0,medium
1978,Belgium,18,BMW 3 (316),0,BMW,BMW,6720,.85195905,66,9.8999996,161,138,1020,9830000,1,0,0,0,0,medium
1979,Belgium,18,BMW 3 (316),0,BMW,BMW,6386,.81454962,66,6.6999998,161,138,1020,9840000,1,0,0,0,0,medium
1980,Belgium,18,BMW 3,0,BMW,BMW,7133,.8040114,66,7.4000001,161,138,1020,9850000,1,0,0,0,0,medium
1981,Belgium,18,BMW 3,0,BMW,BMW,7102,.7407307,55,6.8000002,161,138,1010,9850000,1,0,0,0,0,medium
1982,Belgium,18,BMW 3,0,BMW,BMW,7644,.78582734,55,6.8000002,161,138,1010,9860000,1,0,0,0,0,medium
1983,Belgium,18,BMW 3,0,BMW,BMW,7014,.80297279,55,6.8000002,161,138,1010,9860000,1,0,0,0,0,medium
1984,Belgium,18,BMW 3,0,BMW,BMW,6273,.95129144,66,6.3000002,164.5,138,990,9860000,1,0,0,0,0,medium
1985,Belgium,18,BMW 3,0,BMW,BMW,6212,.90759975,66,6.3000002,164.5,138,990,9860000,1,0,0,0,0,medium
1986,Belgium,18,BMW 3,0,BMW,BMW,8363,.93124056,66,6.5,164.5,138,1000,9860000,1,0,0,0,0,medium
1987,Belgium,18,BMW 3,0,BMW,BMW,7455,.96497267,66,6,164.5,138,1010,9870000,1,0,0,0,0,medium
1988,Belgium,18,BMW 3,0,BMW,BMW,6899,.93179548,65,6.5999999,164.5,138,1010,9900000,1,0,0,0,0,medium
1989,Belgium,18,BMW 3,0,BMW,BMW,6457,.90899897,74,6.6999998,164.5,138,1065,9940000,1,0,0,0,0,medium
1990,Belgium,18,BMW 3,0,BMW,BMW,5428,.88833147,75,8.5,164.5,138,1080,9970000,1,0,0,0,0,medium
1991,Belgium,18,BMW 3,0,BMW,BMW,8079,.87466109,73,6.6999998,164.5,138,1080,9980000,1,0,0,0,0,medium
1992,Belgium,18,BMW 3,0,BMW,BMW,9450,.97022831,73,6.0999999,170,139.5,1190,10050000,1,0,0,0,0,medium
1993,Belgium,18,BMW 3,0,BMW,BMW,9172,.90520173,73,6.0999999,170,139.5,1185,10080000,1,0,0,0,0,medium
1994,Belgium,18,BMW 3,0,BMW,BMW,9472,.87082404,73,5.6999998,170,139.5,1215,10090000,1,0,0,0,0,medium
1995,Belgium,18,BMW 3,0,BMW,BMW,10686,.8778758,75,5.6999998,170,139.5,1190,10140000,1,0,0,0,0,medium
1996,Belgium,18,BMW 3,0,BMW,BMW,9072,.85756463,75,5.6999998,170,139,1175,10160000,1,0,0,0,0,medium
1997,Belgium,18,BMW 3,0,BMW,BMW,7209,.83981907,75,5.9000001,170,139,1175,10190000,1,0,0,0,0,medium
1998,Belgium,18,BMW 3,0,BMW,BMW,8346,.80382282,75,5.9000001,170,139,1175,10190000,1,0,0,0,0,medium
1999,Belgium,18,BMW 3,0,BMW,BMW,11446,.77724153,77,5.8000002,170,139,1175,10190000,1,0,0,0,0,medium
1973,Belgium,21,BMW 5 (518),0,BMW,BMW,1323,1.3341062,84.5,10.7,169,142.5,1230,9740000,1,0,0,0,0,luxury
1974,Belgium,21,BMW 5 (518),0,BMW,BMW,1504,1.2814685,85,10.7,169,142.5,1230,9770000,1,0,0,0,0,luxury
1975,Belgium,21,BMW 5 (518),0,BMW,BMW,2381,1.1083637,66,9.8000002,169,142.5,1230,9790000,1,0,0,0,0,luxury
1976,Belgium,21,BMW 5 (518),0,BMW,BMW,2398,1.0502863,66,9.8000002,169,142.5,1230,9810000,1,0,0,0,0,luxury
1977,Belgium,21,BMW 5 (518),0,BMW,BMW,2988,1.0520936,66,9.8000002,169,142.5,1240,9820000,1,0,0,0,0,luxury
1978,Belgium,21,BMW 5 (518),0,BMW,BMW,3018,1.0167247,66,9.8000002,169,142.5,1240,9830000,1,0,0,0,0,luxury
1979,Belgium,21,BMW 5 (518),0,BMW,BMW,3602,.97241098,66,7.8000002,169,142.5,1240,9840000,1,0,0,0,0,luxury
1980,Belgium,21,BMW5,0,BMW,BMW,3546,.96298879,66,7.8000002,169,142.5,1240,9850000,1,0,0,0,0,luxury
1981,Belgium,21,BMW5,0,BMW,BMW,2655,.73945069,66,7.4000001,170,141.5,1160,9850000,1,0,0,0,0,luxury
1982,Belgium,21,BMW5,0,BMW,BMW,4201,1.0742444,66,7,170,141.5,1160,9860000,1,0,0,0,0,luxury
1983,Belgium,21,BMW5,0,BMW,BMW,3530,1.0554281,66,7,170,141.5,1160,9860000,1,0,0,0,0,luxury
1984,Belgium,21,BMW5,0,BMW,BMW,3200,1.1005812,66,6.8000002,170,141.5,1140,9860000,1,0,0,0,0,luxury
1985,Belgium,21,BMW5,0,BMW,BMW,2838,1.1217525,77,6.8000002,170,141.5,1140,9860000,1,0,0,0,0,luxury
1986,Belgium,21,BMW5,0,BMW,BMW,1954,1.1450235,77,6.6999998,170,141.5,1140,9860000,1,0,0,0,0,luxury
1987,Belgium,21,BMW5,0,BMW,BMW,1812,1.145905,77,6.0999999,170,141.5,1160,9870000,1,0,0,0,0,luxury
1988,Belgium,21,BMW5,0,BMW,BMW,3548,1.6356447,95,7.5,175,141,1425,9900000,1,0,0,0,0,luxury
1989,Belgium,21,BMW5,0,BMW,BMW,3909,1.5891365,93,7.5,175,141,1400,9940000,1,0,0,0,0,luxury
1990,Belgium,21,BMW5,0,BMW,BMW,5067,1.6458471,110,9.8000002,175,141,1425,9970000,1,0,0,0,0,luxury
1991,Belgium,21,BMW5,0,BMW,BMW,4060,1.3148975,83,6.8000002,175,141,1330,9980000,1,0,0,0,0,luxury
1992,Belgium,21,BMW5,0,BMW,BMW,4432,1.2825617,83,6.8000002,175,141,1330,10050000,1,0,0,0,0,luxury
1993,Belgium,21,BMW5,0,BMW,BMW,3630,1.29614,83,6.5999999,175,141,1360,10080000,1,0,0,0,0,luxury
1994,Belgium,21,BMW5,0,BMW,BMW,3494,1.2831829,83,6,175,141,1360,10090000,1,0,0,0,0,luxury
1995,Belgium,21,BMW5,0,BMW,BMW,2249,1.2794238,83,6,175,141,1360,10140000,1,0,0,0,0,luxury
1996,Belgium,21,BMW5,0,BMW,BMW,5274,1.512054,110,6.1999998,180,143,1410,10160000,1,0,0,0,0,luxury
1997,Belgium,21,BMW5,0,BMW,BMW,6076,1.4564694,110,6.8000002,180,143,1410,10190000,1,0,0,0,0,luxury
1998,Belgium,21,BMW5,0,BMW,BMW,5892,1.4277692,110,6.8000002,180,143,1410,10190000,1,0,0,0,0,luxury
1999,Belgium,21,BMW5,0,BMW,BMW,5138,1.4195453,110,6.9000001,180,143,1470,10190000,1,0,0,0,0,luxury
1970,Belgium,26,citroen 2 CV 6 - 2 CV 4,0,Fiat,Citroën,3500,.45198774,17.5,5.5,148,160,560,9660000,1,0,0,0,0,small
1971,Belgium,26,citroen 2 CV 6 - 2 CV 4,0,Fiat,Citroën,3987,.42225227,17.5,5.4000001,148,160,560,9670000,1,0,0,0,0,small
1972,Belgium,26,citroen 2 CV 6 - 2 CV 4,0,Fiat,Citroën,5944,.40896836,17.5,5.4000001,148,160,560,9710000,1,0,0,0,0,small
1973,Belgium,26,citroen 2 CV 6 - 2 CV 4,0,Fiat,Citroën,5069,.37160969,17.5,5.4000001,148,160,560,9740000,1,0,0,0,0,small
1974,Belgium,26,citroen 2 CV 6 - 2 CV 4,0,Fiat,Citroën,7421,.33467704,17.5,5.4000001,148,160,560,9770000,1,0,0,0,0,small
1975,Belgium,26,citroen 2 CV 6 - 2 CV 4,0,Fiat,Citroën,6784,.38086447,18,5.8000002,148,160,560,9790000,1,0,0,0,0,small
1976,Belgium,26,citroen 2 CV 6 - 2 CV 4,0,PSA,Citroën,6422,.32556546,18,5.8000002,148,160,560,9810000,1,0,0,0,0,small
1977,Belgium,26,citroen 2 CV 6 - 2 CV 4,0,PSA,Citroën,214,.30139896,18,5.8000002,148,160,560,9820000,1,0,0,0,0,small
1978,Belgium,26,citroen 2 CV 6 - 2 CV 4,0,PSA,Citroën,4462,.28934458,18,5.8000002,148,160,560,9830000,1,0,0,0,0,small
1979,Belgium,26,citroen 2 CV 6 - 2 CV 4,0,PSA,Citroën,4772,.29085675,19,6,148,160,560,9840000,1,0,0,0,0,small
1980,Belgium,26,citroen 2 CV 6,0,PSA,Citroën,5202,.28952834,21.5,6,148,160,560,9850000,1,0,0,0,0,small
1981,Belgium,26,citroen 2 CV 6,0,PSA,Citroën,4989,.31326947,21.5,5.4000001,148,160,560,9850000,1,0,0,0,0,small
1982,Belgium,26,citroen 2 CV 6,0,PSA,Citroën,6465,.3164489,21.5,5.4000001,148,160,585,9860000,1,0,0,0,0,small
1983,Belgium,26,citroen 2 CV 6,0,PSA,Citroën,5638,.30894884,21,5.4000001,148,160,585,9860000,1,0,0,0,0,small
1984,Belgium,26,citroen 2 CV 6,0,PSA,Citroën,5645,.30764705,21,5.4000001,148,160,585,9860000,1,0,0,0,0,small
1985,Belgium,26,citroen 2 CV 6,0,PSA,Citroën,5054,.29838616,21,5.4000001,148,160,585,9860000,1,0,0,0,0,small
1986,Belgium,26,citroen 2 CV 6,0,PSA,Citroën,5222,.30714941,21,5.4000001,148,160,585,9860000,1,0,0,0,0,small
1987,Belgium,26,citroen 2 CV 6,0,PSA,Citroën,3503,.30767781,21,5.4000001,148,160,585,9870000,1,0,0,0,0,small
1988,Belgium,26,citroen 2 CV 6,0,PSA,Citroën,2317,.29441604,21,5.4000001,148,160,585,9900000,1,0,0,0,0,small
1989,Belgium,26,citroen 2 CV 6,0,PSA,Citroën,1814,.2893002,21,5.4000001,148,160,585,9940000,1,0,0,0,0,small
1990,Belgium,26,citroen 2 CV 6,0,PSA,Citroën,1381,.27304024,21,6.0999999,148,160,585,9970000,1,0,0,0,0,small
